Cube ID,Timestamp,Temperature Layer A,Temperature Layer B,Door,Humidity Layer A,Humidity Layer B
1237,2000-01-03 07:00:00,28.45479283141547,17.874742372671665,1,55,32
1563,2000-01-03 08:00:00,27.12000334464359,25.34973780748073,1,59,62
1461,2000-01-03 09:00:00,14.132744293953374,17.184975409678884,0,79,46
1839,2000-01-03 10:00:00,20.99809568403706,23.80514770493331,0,46,45
1794,2000-01-03 11:00:00,21.45289959123606,21.85982117404526,0,75,68
1772,2000-01-03 12:00:00,23.869944185677802,20.216071934717434,0,55,47
1055,2000-01-03 13:00:00,24.972205232458705,21.660860323541385,0,61,55
1568,2000-01-03 14:00:00,10.698797429184072,15.381025061154658,1,75,45
1844,2000-01-03 15:00:00,21.62919373066129,22.65116166429321,0,54,62
1680,2000-01-03 16:00:00,22.723241274767062,15.054521394477266,1,66,62
1078,2000-01-03 17:00:00,31.18682313566949,13.191463373509054,0,58,60
1141,2000-01-03 18:00:00,22.611193999244055,14.635465009524689,1,64,57
1453,2000-01-03 19:00:00,19.69993914813093,18.209641521443707,1,57,57
1983,2000-01-03 20:00:00,25.431428489712683,13.150982275908778,1,44,69
1589,2000-01-03 21:00:00,26.374032774571667,24.971987139632503,0,67,33
1514,2000-01-03 22:00:00,24.810489595663178,28.30128543261238,1,74,61
1999,2000-01-03 23:00:00,17.694044685119955,23.714866625327172,1,53,65
1335,2000-01-04 00:00:00,24.829918850144693,24.228840728090674,1,42,40
1995,2000-01-04 01:00:00,27.047809020168007,23.694979347364768,1,49,39
1134,2000-01-04 02:00:00,16.411450441648302,19.43676114158647,0,73,31
1913,2000-01-04 03:00:00,21.285463161187923,12.436522037123854,1,54,47
1032,2000-01-04 04:00:00,14.499753991756716,22.48487840180469,0,70,62
1732,2000-01-04 05:00:00,27.04230183213605,21.24157224042096,0,50,44
1969,2000-01-04 06:00:00,26.17575574130035,13.27799751224312,1,46,31
1470,2000-01-04 07:00:00,24.766005570469332,20.4222602659168,0,74,58
1126,2000-01-04 08:00:00,19.413616636608698,17.53588977338096,1,69,49
1774,2000-01-04 09:00:00,18.166857102069596,19.91848298570935,1,55,41
1909,2000-01-04 10:00:00,26.747804777331293,15.48502931821287,1,53,34
1467,2000-01-04 11:00:00,19.761965609776183,23.30580330918013,0,45,50
1540,2000-01-04 12:00:00,24.67097392306744,23.906111864608228,0,45,34
1267,2000-01-04 13:00:00,24.780589982139894,21.361209674803632,1,55,65
1921,2000-01-04 14:00:00,15.858318911637994,17.46900170198327,1,54,45
1017,2000-01-04 15:00:00,34.83615714114623,19.754248807307203,0,45,33
1427,2000-01-04 16:00:00,20.316715693712116,15.263386945986,0,42,48
1368,2000-01-04 17:00:00,21.7124431138035,20.644979580658855,0,68,67
1291,2000-01-04 18:00:00,27.95570669328268,21.31576040500498,0,41,57
1433,2000-01-04 19:00:00,31.524106235611107,19.648484258290516,1,47,59
1851,2000-01-04 20:00:00,27.057039887385823,20.721256445827,1,67,54
1514,2000-01-04 21:00:00,27.61346351457089,23.563131196009945,1,45,44
1300,2000-01-04 22:00:00,30.49938589476205,19.143478195061803,0,65,49
1194,2000-01-04 23:00:00,23.76404698307963,20.783361324865123,0,62,56
1775,2000-01-05 00:00:00,26.155059525366582,22.186314457274563,0,71,34
1148,2000-01-05 01:00:00,19.981735964759494,16.052777232614318,1,59,66
1561,2000-01-05 02:00:00,17.500662526416303,20.731620264594614,0,43,58
1115,2000-01-05 03:00:00,19.729849400624936,14.022128246033379,0,68,38
1630,2000-01-05 04:00:00,29.58221966894446,19.154217031271973,1,52,66
1452,2000-01-05 05:00:00,20.730743533573747,16.424852080553336,1,41,50
1896,2000-01-05 06:00:00,26.1521342716436,20.851743864869015,0,51,51
1973,2000-01-05 07:00:00,27.714993360052564,22.67036387269287,1,70,46
1671,2000-01-05 08:00:00,17.303706488349064,15.648573522301419,0,40,39
1992,2000-01-05 09:00:00,23.332221032317744,20.08026837534845,1,67,52
1869,2000-01-05 10:00:00,24.461477941327594,11.104022245158932,0,61,68
1991,2000-01-05 11:00:00,18.100954297115546,25.35540001855036,1,54,30
1994,2000-01-05 12:00:00,21.10519163083647,20.07924337205204,1,53,30
1312,2000-01-05 13:00:00,26.322366620123994,15.142793054626054,1,46,42
1464,2000-01-05 14:00:00,16.06832850518812,19.769740465995767,0,74,38
1081,2000-01-05 15:00:00,23.151265376512548,22.752458647197614,0,77,41
1185,2000-01-05 16:00:00,18.93554556708467,18.43117445310153,1,75,35
1707,2000-01-05 17:00:00,20.819814364167232,17.925019515068882,1,70,51
1627,2000-01-05 18:00:00,31.384641977342845,17.96046489381275,0,46,49
1840,2000-01-05 19:00:00,37.98310164429806,15.431399672194079,1,50,68
1951,2000-01-05 20:00:00,20.490717430248814,13.20274230966014,0,55,41
1237,2000-01-05 21:00:00,32.29444775503456,20.112430239923647,0,78,59
1496,2000-01-05 22:00:00,25.942987901234464,19.724788797821784,1,55,65
1447,2000-01-05 23:00:00,16.333814852925578,22.55726329880598,1,50,46
1287,2000-01-06 00:00:00,22.77574758021694,23.87227051750393,1,63,33
1895,2000-01-06 01:00:00,29.3104157796647,23.67046375023949,1,63,59
1101,2000-01-06 02:00:00,19.433836772554347,16.594583500525538,0,46,66
1096,2000-01-06 03:00:00,22.489800866115466,15.522315828988134,1,55,45
1135,2000-01-06 04:00:00,29.79968224310735,17.91078213342239,1,51,53
1372,2000-01-06 05:00:00,28.075953025889667,12.611904974147517,0,73,54
1762,2000-01-06 06:00:00,28.236530145409038,20.90145382029511,1,69,68
1274,2000-01-06 07:00:00,23.522110327915136,22.948123565334054,0,78,48
1319,2000-01-06 08:00:00,23.053902276858114,18.41162402634131,1,47,38
1423,2000-01-06 09:00:00,31.319714670013862,19.047680313984976,1,76,41
1908,2000-01-06 10:00:00,17.686617936424028,19.04699939262302,1,51,49
1859,2000-01-06 11:00:00,31.164693493966507,24.692736700414656,1,70,65
1082,2000-01-06 12:00:00,27.166101775525092,21.522965751867833,0,56,56
1518,2000-01-06 13:00:00,26.453540504170498,26.008255986177993,1,53,49
1153,2000-01-06 14:00:00,32.16510269728422,17.336062540814417,0,76,52
1923,2000-01-06 15:00:00,25.40579514269307,19.799629079518574,0,52,43
1703,2000-01-06 16:00:00,23.93659374941786,27.38196051591599,1,45,58
1257,2000-01-06 17:00:00,25.17434290883241,15.873310254604135,1,69,64
1914,2000-01-06 18:00:00,28.29506440406466,17.11574250490073,1,75,40
1460,2000-01-06 19:00:00,23.685307069342976,21.379048819849775,1,78,69
1404,2000-01-06 20:00:00,18.647375137055224,17.13187318272838,1,74,59
1059,2000-01-06 21:00:00,30.600381651076276,20.5063651527603,1,51,51
1007,2000-01-06 22:00:00,17.36909583111057,23.95588411694545,0,76,33
1719,2000-01-06 23:00:00,20.362834509761985,17.932868006069345,0,68,32
1280,2000-01-07 00:00:00,20.22509323445793,17.45460143484573,1,51,39
1804,2000-01-07 01:00:00,24.34996174606069,13.13601917795451,0,77,61
1177,2000-01-07 02:00:00,30.16879880078101,20.26321903748451,0,43,35
1770,2000-01-07 03:00:00,22.701588644466543,20.489359021124653,1,79,48
1734,2000-01-07 04:00:00,14.51465116156713,19.22279240144755,0,68,46
1780,2000-01-07 05:00:00,23.171360837272665,18.03707032991806,1,69,34
1487,2000-01-07 06:00:00,25.684174292859797,22.174496720327117,0,72,30
1192,2000-01-07 07:00:00,28.90658609223827,15.222730649916922,0,43,32
1002,2000-01-07 08:00:00,33.00517763065589,26.872113485226187,0,61,68
1417,2000-01-07 09:00:00,17.72382362277329,26.148091935822315,0,47,34
1688,2000-01-07 10:00:00,22.36154652386517,22.70203737906037,1,54,67
1556,2000-01-07 11:00:00,27.107228120245434,22.90542397343753,1,44,44
1250,2000-01-07 12:00:00,34.60827809206143,20.910703409670884,1,48,42
1260,2000-01-07 13:00:00,26.934132235146397,19.902698370107586,0,79,50
1287,2000-01-07 14:00:00,25.336040420527482,17.74500879732844,1,58,55
1975,2000-01-07 15:00:00,20.20676153023312,14.411596790404364,1,69,65
1326,2000-01-07 16:00:00,23.36597064779453,20.919230833093625,1,49,65
1844,2000-01-07 17:00:00,25.09398608817306,23.87015469756464,0,76,54
1274,2000-01-07 18:00:00,21.567777071803388,15.694744964163696,0,43,67
1102,2000-01-07 19:00:00,22.397748829048368,21.71089610088446,1,45,36
1858,2000-01-07 20:00:00,27.297126024078175,15.893047702228971,1,58,37
1704,2000-01-07 21:00:00,28.8482535251177,14.948933205230091,0,79,47
1720,2000-01-07 22:00:00,20.716632508757233,25.256558495193882,0,40,65
1744,2000-01-07 23:00:00,25.26318695255664,19.27365252059105,1,60,54
1321,2000-01-08 00:00:00,28.6367341078183,26.11392394031861,0,58,57
1344,2000-01-08 01:00:00,29.465818709157613,22.626995173027616,1,71,42
1640,2000-01-08 02:00:00,24.239029094514773,24.776884320028024,1,54,51
1089,2000-01-08 03:00:00,20.651029123014883,21.996239053501295,1,55,32
1923,2000-01-08 04:00:00,18.755495838433546,18.333475002715332,1,63,69
1616,2000-01-08 05:00:00,24.070293794846283,15.336917341608373,0,63,67
1224,2000-01-08 06:00:00,28.033312395455127,23.369544006379954,0,67,53
1185,2000-01-08 07:00:00,20.85537823373683,20.121860170463776,1,51,51
1075,2000-01-08 08:00:00,22.426386716499863,23.064595070043495,0,56,67
1526,2000-01-08 09:00:00,19.463378922232813,19.833382969814256,0,78,69
1548,2000-01-08 10:00:00,22.57555521348329,24.395205846209002,0,52,50
1356,2000-01-08 11:00:00,28.01119853878972,18.42450406067933,0,54,52
1796,2000-01-08 12:00:00,28.810410017556862,18.838953362760797,1,46,45
1017,2000-01-08 13:00:00,25.61925335408337,18.577515660872177,0,71,51
1482,2000-01-08 14:00:00,32.030328351285604,14.350775878336362,1,50,57
1933,2000-01-08 15:00:00,21.945164500786984,28.208296655550054,0,78,64
1283,2000-01-08 16:00:00,25.99850185109729,25.494516305105964,0,66,31
1174,2000-01-08 17:00:00,24.01313779279806,17.294391458178815,1,46,49
1524,2000-01-08 18:00:00,27.641122268384986,21.57895254976293,0,56,62
1645,2000-01-08 19:00:00,23.80367351715311,24.50468779039493,1,72,38
1354,2000-01-08 20:00:00,23.817236368335482,23.817397666146682,1,71,67
1060,2000-01-08 21:00:00,34.373848473428836,14.763598549712881,1,72,31
1072,2000-01-08 22:00:00,24.957626245884967,21.628970927498106,1,56,36
1624,2000-01-08 23:00:00,22.181651360787402,15.866960256541114,1,74,55
1441,2000-01-09 00:00:00,26.27517262100851,11.92309392063915,0,59,37
1144,2000-01-09 01:00:00,21.43597830363253,22.257484976983523,1,73,60
1533,2000-01-09 02:00:00,27.106963623559977,22.216297672665988,1,48,35
1705,2000-01-09 03:00:00,24.868239803203217,19.650107701098964,1,76,39
1397,2000-01-09 04:00:00,27.116687270184265,18.149861874986478,1,40,43
1163,2000-01-09 05:00:00,22.32243993685903,20.345980171104433,1,72,58
1235,2000-01-09 06:00:00,16.238501376738785,13.712297053758551,1,59,62
1367,2000-01-09 07:00:00,28.453440392794068,22.86140364017837,0,62,53
1520,2000-01-09 08:00:00,23.13003784802986,21.70612035489906,0,43,30
1424,2000-01-09 09:00:00,25.255000844399326,19.131134173118078,1,52,68
1041,2000-01-09 10:00:00,32.086846707311,21.208089593388046,1,72,54
1174,2000-01-09 11:00:00,20.541886411110962,16.22773878347798,1,62,44
1129,2000-01-09 12:00:00,22.67130859058517,22.191887426208567,1,56,38
1428,2000-01-09 13:00:00,19.17957757211318,22.98610998563734,1,41,65
1698,2000-01-09 14:00:00,16.050679207866004,23.73609108683934,1,67,50
1021,2000-01-09 15:00:00,29.629061188926915,24.132166940353276,0,64,63
1887,2000-01-09 16:00:00,28.286359937012044,20.28779115234602,0,46,57
1669,2000-01-09 17:00:00,20.55745595113209,21.571832725112497,1,59,52
1262,2000-01-09 18:00:00,25.3505737540814,24.594045247059533,0,70,35
1116,2000-01-09 19:00:00,28.77095474087566,18.080412323153414,0,79,54
1464,2000-01-09 20:00:00,30.383664181383462,14.30103468149138,1,78,69
1872,2000-01-09 21:00:00,23.98978180155228,16.93415523134592,0,71,35
1296,2000-01-09 22:00:00,19.467332435983373,18.72995651661163,1,59,39
1732,2000-01-09 23:00:00,24.975902274970974,18.361816605832324,0,54,64
1640,2000-01-10 00:00:00,21.98306438600404,19.78939558028528,1,77,41
1743,2000-01-10 01:00:00,30.094624333477963,17.84872469644364,1,79,51
1089,2000-01-10 02:00:00,28.152308420510067,25.626467642050837,0,68,69
1139,2000-01-10 03:00:00,24.811939226886448,20.502860977745403,0,48,41
1585,2000-01-10 04:00:00,26.222875059850583,13.678963032871753,0,66,39
1213,2000-01-10 05:00:00,15.362013816347604,15.984409133773484,0,44,65
1373,2000-01-10 06:00:00,32.29712176245333,20.825291030779223,1,41,56
1948,2000-01-10 07:00:00,31.79708332374392,21.01867956695495,1,52,30
1424,2000-01-10 08:00:00,26.82596852328752,17.56005187479794,1,78,53
1770,2000-01-10 09:00:00,17.35940797761598,12.179175208188358,1,67,66
1858,2000-01-10 10:00:00,27.193584424700617,16.605422539169616,1,73,61
1755,2000-01-10 11:00:00,26.203918065224748,16.24909712625035,0,50,59
1565,2000-01-10 12:00:00,22.35257745808242,16.746099533771442,0,69,34
1894,2000-01-10 13:00:00,32.22222428385511,23.50475072190243,0,73,37
1630,2000-01-10 14:00:00,30.79062807118813,17.381149806843542,0,68,58
1943,2000-01-10 15:00:00,29.33990751156992,16.245147986434304,1,60,57
1717,2000-01-10 16:00:00,21.340060419722292,17.184537053663174,1,67,39
1276,2000-01-10 17:00:00,18.88719698713905,13.810854816056338,1,58,33
1962,2000-01-10 18:00:00,26.44681648569109,22.63631831028269,1,57,58
1245,2000-01-10 19:00:00,23.192087820428466,21.043188259240555,1,77,35
1877,2000-01-10 20:00:00,31.18249597702419,16.569731236978,1,58,41
1210,2000-01-10 21:00:00,28.209876604912512,19.17303914129097,1,43,34
1653,2000-01-10 22:00:00,29.33649122487517,23.851259397038266,1,65,54
1959,2000-01-10 23:00:00,22.992748883783335,19.331602002947253,0,71,42
1429,2000-01-11 00:00:00,38.33852942661889,14.579788339297684,1,54,49
1336,2000-01-11 01:00:00,18.698736376078795,21.05110031580885,1,79,43
1068,2000-01-11 02:00:00,18.909517368881485,20.24799147975467,0,62,35
1502,2000-01-11 03:00:00,22.63029340337322,19.398111964376138,1,65,31
1941,2000-01-11 04:00:00,32.767098630242174,14.402821779702158,1,62,64
1861,2000-01-11 05:00:00,27.54331464376397,20.91916306779943,0,41,42
1874,2000-01-11 06:00:00,26.577706410756374,19.268007330912717,0,73,64
1503,2000-01-11 07:00:00,34.5511287980817,18.02933875655947,0,77,57
1128,2000-01-11 08:00:00,31.261542761808503,29.861354245272416,0,67,36
1744,2000-01-11 09:00:00,33.64663192700728,27.40645754715081,0,72,37
1182,2000-01-11 10:00:00,24.980451286715333,13.090848330857106,0,78,48
1366,2000-01-11 11:00:00,18.94863584041617,13.116415964043139,1,61,48
1489,2000-01-11 12:00:00,17.606226041968426,18.169882967765357,0,68,52
1942,2000-01-11 13:00:00,25.16013000093221,13.447114132945398,0,58,57
1337,2000-01-11 14:00:00,29.958128752207656,26.550093202400664,1,45,53
1146,2000-01-11 15:00:00,22.087148356624112,24.32907052659968,0,44,55
1571,2000-01-11 16:00:00,24.90046248484605,17.11918226903703,1,64,50
1208,2000-01-11 17:00:00,30.022275587081353,14.102852117732613,1,79,63
1393,2000-01-11 18:00:00,28.284888631645686,22.31779481821101,0,42,42
1970,2000-01-11 19:00:00,32.507939120962725,21.197324892563564,1,69,45
1097,2000-01-11 20:00:00,17.799775936691717,16.958551300388248,0,66,59
1287,2000-01-11 21:00:00,20.61199399515305,22.102249838042454,1,55,55
1677,2000-01-11 22:00:00,23.52682354466151,16.647431698360972,1,66,32
1461,2000-01-11 23:00:00,15.226708934814768,26.771559428304453,1,52,65
1549,2000-01-12 00:00:00,16.41707846883712,17.44731175345543,0,74,33
1552,2000-01-12 01:00:00,22.453044582412915,18.812149555550192,0,70,60
1483,2000-01-12 02:00:00,24.113197398462116,14.45825586500991,0,57,34
1880,2000-01-12 03:00:00,26.710841781579344,16.816350839792754,0,67,38
1397,2000-01-12 04:00:00,21.538496650924777,24.52016210160459,1,58,31
1843,2000-01-12 05:00:00,23.374532671962626,28.79303134595672,0,71,69
1093,2000-01-12 06:00:00,25.98435342454833,20.271063894279568,1,66,38
1548,2000-01-12 07:00:00,25.9603017201083,20.853103237196617,1,79,54
1176,2000-01-12 08:00:00,24.460501567668732,17.621174026313362,1,68,42
1157,2000-01-12 09:00:00,28.501301834056186,31.397251990936866,1,60,61
1418,2000-01-12 10:00:00,17.37083110502019,19.7943001101671,1,66,59
1319,2000-01-12 11:00:00,29.42099203405455,21.214232291780828,1,77,67
1551,2000-01-12 12:00:00,19.825755572397057,18.50236391478462,0,75,30
1779,2000-01-12 13:00:00,19.773494307826702,13.39277255612524,1,41,58
1045,2000-01-12 14:00:00,32.29686739421071,25.881629357738817,1,50,66
1316,2000-01-12 15:00:00,24.30783706006314,18.89723320974691,1,70,39
1361,2000-01-12 16:00:00,25.95824362074531,22.969656847204053,0,42,41
1099,2000-01-12 17:00:00,21.193499851243438,20.68970088708499,1,63,47
1201,2000-01-12 18:00:00,29.711514535558038,25.55949302885157,1,74,55
1886,2000-01-12 19:00:00,29.496684388570458,24.0531832242834,1,57,53
1348,2000-01-12 20:00:00,18.51751737029756,17.282901318244623,0,73,40
1403,2000-01-12 21:00:00,22.21410438347674,20.573386827491042,1,69,68
1906,2000-01-12 22:00:00,19.67282673741066,15.4566970268143,1,77,41
1150,2000-01-12 23:00:00,23.491686692031386,21.9887446201587,1,44,62
1446,2000-01-13 00:00:00,25.847486181400487,20.9065022100611,1,40,46
1510,2000-01-13 01:00:00,33.691084280912854,22.732423537218544,0,56,50
1581,2000-01-13 02:00:00,20.027364703169532,26.685348120603074,1,71,34
1522,2000-01-13 03:00:00,25.223768210358102,19.497063882839452,1,40,40
1935,2000-01-13 04:00:00,25.619021010247206,11.475481449991586,1,75,68
1936,2000-01-13 05:00:00,23.082330896858082,20.225326834348365,1,61,43
1167,2000-01-13 06:00:00,15.015291086755962,20.24400953937155,1,62,34
1082,2000-01-13 07:00:00,23.89571434789992,21.577193673225107,0,58,35
1803,2000-01-13 08:00:00,23.470300739546985,24.04038718465775,0,74,67
1781,2000-01-13 09:00:00,20.514560319484527,28.392317066213664,0,40,51
1418,2000-01-13 10:00:00,23.252882284524656,22.911123953136407,0,64,40
1118,2000-01-13 11:00:00,19.371267241614365,18.80815162427182,0,59,51
1444,2000-01-13 12:00:00,26.289178149446162,20.360768584849044,1,47,50
1088,2000-01-13 13:00:00,28.01213240876614,21.246350635840678,1,70,69
1601,2000-01-13 14:00:00,24.471590227775724,19.030892990137385,0,40,44
1134,2000-01-13 15:00:00,22.083098185635126,19.11185907063458,1,45,42
1688,2000-01-13 16:00:00,23.093615522745868,15.982169253038423,0,64,64
1622,2000-01-13 17:00:00,23.24662288493245,13.512595356789706,0,56,38
1930,2000-01-13 18:00:00,25.573175486999254,18.439439713520898,0,78,41
1394,2000-01-13 19:00:00,28.656534075421902,15.796234565051158,1,69,66
1288,2000-01-13 20:00:00,21.83535639787435,25.197349583010713,1,47,58
1231,2000-01-13 21:00:00,20.820937580579777,16.795822976111026,1,76,64
1423,2000-01-13 22:00:00,29.412206110005187,21.255042049216517,1,59,39
1289,2000-01-13 23:00:00,25.647375874782643,18.652793918368136,1,45,39
1241,2000-01-14 00:00:00,25.59160370006562,21.450550400355397,0,63,33
1669,2000-01-14 01:00:00,28.678821375126148,20.317051599841367,0,68,59
1341,2000-01-14 02:00:00,29.37527513404241,18.854430139550924,1,74,50
1955,2000-01-14 03:00:00,22.090886597631712,15.621557962275464,1,40,47
1136,2000-01-14 04:00:00,17.04166802167589,23.046681263661814,0,49,58
1037,2000-01-14 05:00:00,21.70875745155579,17.92023376747252,0,63,56
1508,2000-01-14 06:00:00,23.147028538976976,14.377923577751986,0,72,54
1590,2000-01-14 07:00:00,23.731469398130027,16.434293208764643,0,61,43
1135,2000-01-14 08:00:00,18.76908379754954,23.18791075304764,1,57,57
1859,2000-01-14 09:00:00,30.24049744299806,10.936194277783068,1,72,52
1261,2000-01-14 10:00:00,28.04119992523541,28.34060909670881,0,61,64
1283,2000-01-14 11:00:00,24.20329059236875,22.909879776582393,0,75,34
1133,2000-01-14 12:00:00,28.046513151973535,17.84466452395977,0,42,38
1566,2000-01-14 13:00:00,23.57247834985085,17.193403380417546,0,50,37
1827,2000-01-14 14:00:00,26.369351586814524,22.893674745397636,1,52,69
1422,2000-01-14 15:00:00,27.753419230314766,28.059229780893297,1,54,32
1986,2000-01-14 16:00:00,24.496193496804032,21.181881999428967,1,47,45
1927,2000-01-14 17:00:00,12.726864300483605,13.920333012353426,0,55,50
1042,2000-01-14 18:00:00,26.32552806227564,23.443321741787578,1,51,55
1032,2000-01-14 19:00:00,23.96380431162864,18.90813624044105,1,79,56
1927,2000-01-14 20:00:00,28.48088296852964,19.634389026925053,0,60,35
1418,2000-01-14 21:00:00,24.20558269122365,19.391909352940857,1,41,62
1822,2000-01-14 22:00:00,27.683909105136202,26.915791140945633,1,60,51
1372,2000-01-14 23:00:00,20.00814083460217,14.285911997760515,0,64,57
1237,2000-01-15 00:00:00,22.653238551259406,11.8643209805638,1,77,68
1182,2000-01-15 01:00:00,28.357982005314035,16.04655400291385,0,68,64
1001,2000-01-15 02:00:00,27.43553936379391,20.547799725092,1,67,42
1618,2000-01-15 03:00:00,21.077532081921465,16.799868558910187,0,47,63
1547,2000-01-15 04:00:00,24.845002784418725,20.961710638422726,1,65,50
1972,2000-01-15 05:00:00,20.396667039481287,25.856332338165636,0,72,38
1860,2000-01-15 06:00:00,24.388741224570825,16.555097322148292,1,41,41
1570,2000-01-15 07:00:00,26.50057114946307,29.731273165877894,0,68,35
1245,2000-01-15 08:00:00,23.493810475567724,16.817477706275696,1,76,60
1963,2000-01-15 09:00:00,26.149165468660353,25.217926184191843,0,55,49
1000,2000-01-15 10:00:00,23.653105136493288,20.517042522814183,0,57,34
1273,2000-01-15 11:00:00,21.66114863993106,16.70084267242803,1,55,32
1839,2000-01-15 12:00:00,21.083542090009047,17.132065807777327,0,78,65
1655,2000-01-15 13:00:00,30.63558508623218,19.307882668002218,0,60,35
1275,2000-01-15 14:00:00,23.049849644064103,11.606195748552627,1,71,58
1077,2000-01-15 15:00:00,30.62600323370065,25.951836088765322,0,71,49
1907,2000-01-15 16:00:00,28.386296175224356,20.43819582346115,1,68,30
1922,2000-01-15 17:00:00,28.702335842291113,22.868206169446566,0,77,40
1729,2000-01-15 18:00:00,20.807627865210534,24.108854274052106,1,47,41
1518,2000-01-15 19:00:00,20.656051498730072,14.987253955691102,0,73,46
1837,2000-01-15 20:00:00,25.541448616154653,20.50531574188031,1,59,31
1161,2000-01-15 21:00:00,34.979743681764475,27.025757237294755,1,46,33
1335,2000-01-15 22:00:00,20.34697309909843,25.351805982405555,1,67,67
1164,2000-01-15 23:00:00,23.523985625246873,27.894417298194636,1,67,32
1949,2000-01-16 00:00:00,28.90398694800458,24.351131775192876,1,43,56
1370,2000-01-16 01:00:00,24.995790639740846,26.158388016132825,1,61,57
1423,2000-01-16 02:00:00,22.6920082028464,18.865993993418964,1,74,49
1084,2000-01-16 03:00:00,17.546935969779508,12.72824319344674,1,41,54
1038,2000-01-16 04:00:00,21.72272437708516,18.742842002378353,0,54,41
